"question_id","exam_type","question_type","original_question_id","question_text","passage_text","passage_group_id","passage_order","passage_total_questions","choice_a","choice_b","choice_c","choice_d","choice_e","choice_f","choice_g","choice_h","original_correct_choice","current_correct_choice","original_explanation","current_explanation","choice_a_explanation","choice_b_explanation","choice_c_explanation","choice_d_explanation","choice_e_explanation","choice_f_explanation","choice_g_explanation","choice_h_explanation","major_category","middle_category","minor_category","detail_category","related_terms","difficulty","target_mistake_type","source_year","syllabus_version","valid_from","valid_until","is_current","is_current_exam_scope","revision_note","validation_status","rule_reference_date","similar_question_blocked","created_at","updated_at"
"toeic_sample_101","toeic_reading","original",,"Which option best completes blank (7) in the passage above?","Read the notice.

Weston Research Center
Revised Laboratory Access Policy

Effective October 5, employees entering restricted laboratory areas must use newly issued identification badges. Existing badges will continue to provide access to offices, meeting rooms, and common areas, but they will no longer unlock laboratory doors.

Employees who regularly work in a laboratory should submit an access request through the Security Services portal by September 25. Requests must be approved by both the employee's department manager and the laboratory supervisor. Applications that lack either approval will be returned without being ---5.---.

Employees who need only occasional access should not apply for permanent laboratory authorization. ---6.---, they should ask an authorized laboratory employee to arrange temporary entry on the day of their visit.

---7.---

The authorized employee must remain with the visitor throughout the visit and is responsible for ensuring that all safety requirements are followed.

New badges will be distributed at the Security Office from September 28 through October 2. Employees must present their current badge when collecting the replacement. Anyone who is unable to collect a badge during this period should notify Security Services in advance so that an alternative arrangement can be ---8.---.

","toeic_group_020","3","4","Temporary access does not permit visitors to enter a laboratory without supervision.","All laboratory equipment will be replaced before October 5.","Employees may lend their identification badges to colleagues.","The Security Services portal will be unavailable after September 25.",,,,,"a","a","正解はA。次の文で「The authorized employee must remain with the visitor throughout the visit」と監督の必要性が説明されているため、その前提としてこの一文が自然につながります。","正解はA。次の文で「The authorized employee must remain with the visitor throughout the visit」と監督の必要性が説明されているため、その前提としてこの一文が自然につながります。","次の文の監督要件への導入として自然であり、正解です。","設備の交換については本文に記載がありません。","バッジの貸し借りはセキュリティ上問題があり、内容と矛盾します。","ポータルが利用できなくなるとは書かれていません。",,,,,"Reading","Part 6","長文穴埋め問題","文挿入(長文穴埋め)","without supervision：監督なしで;throughout the visit：訪問中ずっと","5",,"2026","N/A","2026-07-11",,"true","true","オリジナル作成のTOEIC形式練習問題(公式過去問ではない)。1つの文書の複数の空欄を設問ごとに登録しています。","not_applicable","2026-07-11","false","2026-07-11T13:00:00.000Z","2026-07-11T13:00:00.000Z"
"toeic_sample_102","toeic_reading","original",,"Which option best completes blank (8) in the passage above?","Read the notice.

Weston Research Center
Revised Laboratory Access Policy

Effective October 5, employees entering restricted laboratory areas must use newly issued identification badges. Existing badges will continue to provide access to offices, meeting rooms, and common areas, but they will no longer unlock laboratory doors.

Employees who regularly work in a laboratory should submit an access request through the Security Services portal by September 25. Requests must be approved by both the employee's department manager and the laboratory supervisor. Applications that lack either approval will be returned without being ---5.---.

Employees who need only occasional access should not apply for permanent laboratory authorization. ---6.---, they should ask an authorized laboratory employee to arrange temporary entry on the day of their visit.

---7.---

The authorized employee must remain with the visitor throughout the visit and is responsible for ensuring that all safety requirements are followed.

New badges will be distributed at the Security Office from September 28 through October 2. Employees must present their current badge when collecting the replacement. Anyone who is unable to collect a badge during this period should notify Security Services in advance so that an alternative arrangement can be ---8.---.

","toeic_group_020","4","4","made","taken","performed","reached",,,,,"a","a","正解はA。「make an arrangement」の受動態「an arrangement can be made」が自然な連語表現です。","正解はA。「make an arrangement」の受動態「an arrangement can be made」が自然な連語表現です。","「arrangement can be made」という自然な連語表現であり、正解です。","「take an arrangement」という表現は一般的ではありません。","手配は通常performedとは表現しません。","reachは合意に達する場合に使われ、この文脈にはやや不自然です。",,,,,"Reading","Part 6","長文穴埋め問題","語彙(長文穴埋め)","make an alternative arrangement：代替手段を手配する","5",,"2026","N/A","2026-07-11",,"true","true","オリジナル作成のTOEIC形式練習問題(公式過去問ではない)。1つの文書の複数の空欄を設問ごとに登録しています。","not_applicable","2026-07-11","false","2026-07-11T13:00:00.000Z","2026-07-11T13:00:00.000Z"
"toeic_sample_103","toeic_reading","original",,"Which option best completes blank (9) in the passage above?","Read the article.

City Market Launches Reusable Container Trial

The Central City Market has introduced a six-month trial program that allows customers to purchase prepared foods in reusable containers. The program, which began on Monday, is intended to reduce the amount of disposable packaging used by participating food vendors.

Customers who choose a reusable container pay a refundable deposit in addition to the cost of their food. The deposit is returned when the container is brought back to any participating vendor. Containers do not need to be returned to the same stall from which they were originally ---9.---.

Before being reused, all returned containers are collected by a cleaning company and washed at a specialized facility. Vendors are not responsible for cleaning them independently. This arrangement was introduced to ensure that the same hygiene standards are applied ---10.--- the market.

---11.---

To reduce confusion, the market has placed green signs at all participating stalls and added a list of vendors to its website.

Market manager Louise Park said that early customer response has been favorable, although it is too soon to determine how much waste the program will prevent. She added that the trial may be extended if participation remains high and operating costs prove to be ---12.---.

","toeic_group_021","1","4","purchasing","purchased","purchase","purchaser",,,,,"b","b","正解はB。「from which they were originally ---」は受動態の構造で、「購入された」という意味のpurchasedが適切です。","正解はB。「from which they were originally ---」は受動態の構造で、「購入された」という意味のpurchasedが適切です。","「were purchasing」では容器自身が購入する意味になり不自然です。","受動態were purchasedの形であり、正解です。","wereの後に動詞の原形は続きません。","purchaserは「購入者」という意味の名詞です。",,,,,"Reading","Part 6","長文穴埋め問題","文法","受動態;refundable deposit：返金可能な預かり金","5",,"2026","N/A","2026-07-11",,"true","true","オリジナル作成のTOEIC形式練習問題(公式過去問ではない)。1つの文書の複数の空欄を設問ごとに登録しています。","not_applicable","2026-07-11","false","2026-07-11T13:00:00.000Z","2026-07-11T13:00:00.000Z"
"toeic_sample_104","toeic_reading","original",,"Which option best completes blank (10) in the passage above?","Read the article.

City Market Launches Reusable Container Trial

The Central City Market has introduced a six-month trial program that allows customers to purchase prepared foods in reusable containers. The program, which began on Monday, is intended to reduce the amount of disposable packaging used by participating food vendors.

Customers who choose a reusable container pay a refundable deposit in addition to the cost of their food. The deposit is returned when the container is brought back to any participating vendor. Containers do not need to be returned to the same stall from which they were originally ---9.---.

Before being reused, all returned containers are collected by a cleaning company and washed at a specialized facility. Vendors are not responsible for cleaning them independently. This arrangement was introduced to ensure that the same hygiene standards are applied ---10.--- the market.

---11.---

To reduce confusion, the market has placed green signs at all participating stalls and added a list of vendors to its website.

Market manager Louise Park said that early customer response has been favorable, although it is too soon to determine how much waste the program will prevent. She added that the trial may be extended if participation remains high and operating costs prove to be ---12.---.

","toeic_group_021","2","4","throughout","beside","beyond","toward",,,,,"a","a","正解はA。「throughout the market」で「市場全体を通じて」という意味になり、同じ衛生基準が市場全体に適用されるという文脈に合います。","正解はA。「throughout the market」で「市場全体を通じて」という意味になり、同じ衛生基準が市場全体に適用されるという文脈に合います。","「市場全体を通じて」という意味で文脈に合い、正解です。","besideは「～の隣に」という意味で位置を表します。","beyondは「～を超えて」という意味です。","towardは方向を表す前置詞です。",,,,,"Reading","Part 6","長文穴埋め問題","語彙(長文穴埋め)","throughout the market：市場全体を通じて;hygiene standard：衛生基準","5",,"2026","N/A","2026-07-11",,"true","true","オリジナル作成のTOEIC形式練習問題(公式過去問ではない)。1つの文書の複数の空欄を設問ごとに登録しています。","not_applicable","2026-07-11","false","2026-07-11T13:00:00.000Z","2026-07-11T13:00:00.000Z"
"toeic_sample_105","toeic_reading","original",,"Which option best completes blank (11) in the passage above?","Read the article.

City Market Launches Reusable Container Trial

The Central City Market has introduced a six-month trial program that allows customers to purchase prepared foods in reusable containers. The program, which began on Monday, is intended to reduce the amount of disposable packaging used by participating food vendors.

Customers who choose a reusable container pay a refundable deposit in addition to the cost of their food. The deposit is returned when the container is brought back to any participating vendor. Containers do not need to be returned to the same stall from which they were originally ---9.---.

Before being reused, all returned containers are collected by a cleaning company and washed at a specialized facility. Vendors are not responsible for cleaning them independently. This arrangement was introduced to ensure that the same hygiene standards are applied ---10.--- the market.

---11.---

To reduce confusion, the market has placed green signs at all participating stalls and added a list of vendors to its website.

Market manager Louise Park said that early customer response has been favorable, although it is too soon to determine how much waste the program will prevent. She added that the trial may be extended if participation remains high and operating costs prove to be ---12.---.

","toeic_group_021","3","4","During the first week, however, several customers mistakenly returned containers to vendors that were not participating in the trial.","Every food vendor in the city has already joined the program.","Disposable packaging has been prohibited at the market.","Customers are required to purchase at least two reusable containers.",,,,,"a","a","正解はA。次の文で「混乱を減らすため緑色の看板を設置し、参加店舗の一覧をウェブサイトに追加した」と述べられているため、その原因となった混乱を説明するこの一文が自然につながります。","正解はA。次の文で「混乱を減らすため緑色の看板を設置し、参加店舗の一覧をウェブサイトに追加した」と述べられているため、その原因となった混乱を説明するこの一文が自然につながります。","次の文の「混乱を減らすための対応」の理由として自然であり、正解です。","すべての店舗が参加済みなら、参加店舗を明示する必要はありません。","使い捨て包装が禁止されたとは書かれていません。","最低購入数についての規定は本文に記載がありません。",,,,,"Reading","Part 6","長文穴埋め問題","文挿入(長文穴埋め)","mistakenly：誤って;reduce confusion：混乱を減らす","5",,"2026","N/A","2026-07-11",,"true","true","オリジナル作成のTOEIC形式練習問題(公式過去問ではない)。1つの文書の複数の空欄を設問ごとに登録しています。","not_applicable","2026-07-11","false","2026-07-11T13:00:00.000Z","2026-07-11T13:00:00.000Z"
"toeic_sample_106","toeic_reading","original",,"Which option best completes blank (12) in the passage above?","Read the article.

City Market Launches Reusable Container Trial

The Central City Market has introduced a six-month trial program that allows customers to purchase prepared foods in reusable containers. The program, which began on Monday, is intended to reduce the amount of disposable packaging used by participating food vendors.

Customers who choose a reusable container pay a refundable deposit in addition to the cost of their food. The deposit is returned when the container is brought back to any participating vendor. Containers do not need to be returned to the same stall from which they were originally ---9.---.

Before being reused, all returned containers are collected by a cleaning company and washed at a specialized facility. Vendors are not responsible for cleaning them independently. This arrangement was introduced to ensure that the same hygiene standards are applied ---10.--- the market.

---11.---

To reduce confusion, the market has placed green signs at all participating stalls and added a list of vendors to its website.

Market manager Louise Park said that early customer response has been favorable, although it is too soon to determine how much waste the program will prevent. She added that the trial may be extended if participation remains high and operating costs prove to be ---12.---.

","toeic_group_021","4","4","manageable","managing","managed","management",,,,,"a","a","正解はA。「prove to be manageable」で「対応可能であることが分かる」という意味になり、運営費についての文脈に合う形容詞が必要です。","正解はA。「prove to be manageable」で「対応可能であることが分かる」という意味になり、運営費についての文脈に合う形容詞が必要です。","運営費を形容する形容詞であり、正解です。","managingは分詞で、運営費を自然には形容しません。","managedでは費用自体が「管理された」という意味になり不自然です。","managementは名詞です。",,,,,"Reading","Part 6","長文穴埋め問題","文法","prove to be manageable：対応可能であることが分かる;operating cost：運営費","5",,"2026","N/A","2026-07-11",,"true","true","オリジナル作成のTOEIC形式練習問題(公式過去問ではない)。1つの文書の複数の空欄を設問ごとに登録しています。","not_applicable","2026-07-11","false","2026-07-11T13:00:00.000Z","2026-07-11T13:00:00.000Z"
"toeic_sample_107","toeic_reading","original",,"Which option best completes blank (1) in the passage above?","Read the notice.

Maple Street Bookstore
Weekend Sale

Maple Street Bookstore will hold a special sale this Saturday and Sunday. All travel books will be 20 percent off.

The store will open at 9:00 A.M. and close ---1.--- 6:00 P.M. on both days.

Customers who spend more than $30 will receive a free notebook. Please show your receipt to a store ---2.--- before leaving.

---3.---

Parking is available behind the store. Please ---4.--- the side entrance if the main parking area is full.

We look forward to seeing you.

","toeic_group_022","1","4","at","on","from","during",,,,,"a","a","正解はA。「close at 6:00 P.M.」のように、特定の時刻の前には前置詞atを使います。","正解はA。「close at 6:00 P.M.」のように、特定の時刻の前には前置詞atを使います。","特定の時刻を表す前置詞atであり、正解です。","onは曜日や日付とともに使います。","fromは起点を表します。","duringは期間を通して、という意味です。",,,,,"Reading","Part 6","長文穴埋め問題","文法","close at：～に閉店する","1",,"2026","N/A","2026-07-11",,"true","true","オリジナル作成のTOEIC形式練習問題(公式過去問ではない)。1つの文書の複数の空欄を設問ごとに登録しています。","not_applicable","2026-07-11","false","2026-07-11T14:00:00.000Z","2026-07-11T14:00:00.000Z"
"toeic_sample_108","toeic_reading","original",,"Which option best completes blank (2) in the passage above?","Read the notice.

Maple Street Bookstore
Weekend Sale

Maple Street Bookstore will hold a special sale this Saturday and Sunday. All travel books will be 20 percent off.

The store will open at 9:00 A.M. and close ---1.--- 6:00 P.M. on both days.

Customers who spend more than $30 will receive a free notebook. Please show your receipt to a store ---2.--- before leaving.

---3.---

Parking is available behind the store. Please ---4.--- the side entrance if the main parking area is full.

We look forward to seeing you.

","toeic_group_022","2","4","employee","office","visitor","building",,,,,"a","a","正解はA。レシートを確認するのは店の従業員(employee)です。","正解はA。レシートを確認するのは店の従業員(employee)です。","店の従業員がレシートを確認できるため、正解です。","officeは場所であり、人ではありません。","visitor(来客)は店で働いていません。","buildingはレシートを確認できません。",,,,,"Reading","Part 6","長文穴埋め問題","語彙(長文穴埋め)","receipt：レシート;store employee：店員","1",,"2026","N/A","2026-07-11",,"true","true","オリジナル作成のTOEIC形式練習問題(公式過去問ではない)。1つの文書の複数の空欄を設問ごとに登録しています。","not_applicable","2026-07-11","false","2026-07-11T14:00:00.000Z","2026-07-11T14:00:00.000Z"
"toeic_sample_109","toeic_reading","original",,"Which option best completes blank (3) in the passage above?","Read the notice.

Maple Street Bookstore
Weekend Sale

Maple Street Bookstore will hold a special sale this Saturday and Sunday. All travel books will be 20 percent off.

The store will open at 9:00 A.M. and close ---1.--- 6:00 P.M. on both days.

Customers who spend more than $30 will receive a free notebook. Please show your receipt to a store ---2.--- before leaving.

---3.---

Parking is available behind the store. Please ---4.--- the side entrance if the main parking area is full.

We look forward to seeing you.

","toeic_group_022","3","4","Free coffee will also be available near the front entrance.","The bookstore will be closed all weekend.","Customers must return all travel books on Sunday.","The sale will take place at another store.",,,,,"a","a","正解はA。セール中のサービス・特典を説明する文脈のため、無料コーヒーの提供という内容が自然につながります。","正解はA。セール中のサービス・特典を説明する文脈のため、無料コーヒーの提供という内容が自然につながります。","セール中の追加サービスとして自然であり、正解です。","週末はセールのため開店しています。","本の返却義務については書かれていません。","セールはMaple Street Bookstoreで開催されます。",,,,,"Reading","Part 6","長文穴埋め問題","文挿入(長文穴埋め)","front entrance：正面入口","1",,"2026","N/A","2026-07-11",,"true","true","オリジナル作成のTOEIC形式練習問題(公式過去問ではない)。1つの文書の複数の空欄を設問ごとに登録しています。","not_applicable","2026-07-11","false","2026-07-11T14:00:00.000Z","2026-07-11T14:00:00.000Z"
"toeic_sample_110","toeic_reading","original",,"Which option best completes blank (4) in the passage above?","Read the notice.

Maple Street Bookstore
Weekend Sale

Maple Street Bookstore will hold a special sale this Saturday and Sunday. All travel books will be 20 percent off.

The store will open at 9:00 A.M. and close ---1.--- 6:00 P.M. on both days.

Customers who spend more than $30 will receive a free notebook. Please show your receipt to a store ---2.--- before leaving.

---3.---

Parking is available behind the store. Please ---4.--- the side entrance if the main parking area is full.

We look forward to seeing you.

","toeic_group_022","4","4","use","uses","used","using",,,,,"a","a","正解はA。Pleaseの後には動詞の原形が続くため、useが適切です。","正解はA。Pleaseの後には動詞の原形が続くため、useが適切です。","Pleaseの後に続く動詞の原形であり、正解です。","usesはPleaseの後には続きません。","usedは過去形です。","usingはこの構造には合いません。",,,,,"Reading","Part 6","長文穴埋め問題","文法","Please + 動詞の原形;side entrance：側面入口","1",,"2026","N/A","2026-07-11",,"true","true","オリジナル作成のTOEIC形式練習問題(公式過去問ではない)。1つの文書の複数の空欄を設問ごとに登録しています。","not_applicable","2026-07-11","false","2026-07-11T14:00:00.000Z","2026-07-11T14:00:00.000Z"
"toeic_sample_111","toeic_reading","original",,"Which option best completes blank (5) in the passage above?","Read the e-mail.

To: All Employees
From: Kevin Moore, Office Administrator
Subject: Replacement of Office Printers

Dear Employees,

Two new printers will be installed on the second floor next Tuesday. The current printers will be unavailable from 8:30 A.M. until approximately noon.

During this period, employees may use the printer on the third floor. Please avoid printing large documents unless they are urgently ---5.---.

Before the old printers are removed, please collect any documents that you have not yet picked ---6.---.

---7.---

A short instruction guide will be placed next to each new printer. Employees who have questions should ---8.--- the IT Help Desk.

Thank you for your cooperation.

Kevin Moore
Office Administrator

","toeic_group_023","1","4","needed","needing","need","necessity",,,,,"a","a","正解はA。「unless they are urgently needed」で「緊急に必要とされない限り」という受動態の意味になります。","正解はA。「unless they are urgently needed」で「緊急に必要とされない限り」という受動態の意味になります。","受動態areに続く過去分詞であり、正解です。","areの後にneedingは不自然です。","areの後に動詞の原形は続きません。","necessityは名詞です。",,,,,"Reading","Part 6","長文穴埋め問題","文法","urgently needed：緊急に必要とされる","2",,"2026","N/A","2026-07-11",,"true","true","オリジナル作成のTOEIC形式練習問題(公式過去問ではない)。1つの文書の複数の空欄を設問ごとに登録しています。","not_applicable","2026-07-11","false","2026-07-11T14:00:00.000Z","2026-07-11T14:00:00.000Z"
"toeic_sample_112","toeic_reading","original",,"Which option best completes blank (6) in the passage above?","Read the e-mail.

To: All Employees
From: Kevin Moore, Office Administrator
Subject: Replacement of Office Printers

Dear Employees,

Two new printers will be installed on the second floor next Tuesday. The current printers will be unavailable from 8:30 A.M. until approximately noon.

During this period, employees may use the printer on the third floor. Please avoid printing large documents unless they are urgently ---5.---.

Before the old printers are removed, please collect any documents that you have not yet picked ---6.---.

---7.---

A short instruction guide will be placed next to each new printer. Employees who have questions should ---8.--- the IT Help Desk.

Thank you for your cooperation.

Kevin Moore
Office Administrator

","toeic_group_023","2","4","up","in","over","with",,,,,"a","a","正解はA。「pick up」で「受け取る、回収する」という意味の熟語になります。","正解はA。「pick up」で「受け取る、回収する」という意味の熟語になります。","pick upは「受け取る」という意味の熟語であり、正解です。","pick inという表現はありません。","pick overは「じっくり選ぶ」という意味です。","pick withという表現はありません。",,,,,"Reading","Part 6","長文穴埋め問題","語彙(長文穴埋め)","pick up：受け取る","2",,"2026","N/A","2026-07-11",,"true","true","オリジナル作成のTOEIC形式練習問題(公式過去問ではない)。1つの文書の複数の空欄を設問ごとに登録しています。","not_applicable","2026-07-11","false","2026-07-11T14:00:00.000Z","2026-07-11T14:00:00.000Z"
"toeic_sample_113","toeic_reading","original",,"Which option best completes blank (7) in the passage above?","Read the e-mail.

To: All Employees
From: Kevin Moore, Office Administrator
Subject: Replacement of Office Printers

Dear Employees,

Two new printers will be installed on the second floor next Tuesday. The current printers will be unavailable from 8:30 A.M. until approximately noon.

During this period, employees may use the printer on the third floor. Please avoid printing large documents unless they are urgently ---5.---.

Before the old printers are removed, please collect any documents that you have not yet picked ---6.---.

---7.---

A short instruction guide will be placed next to each new printer. Employees who have questions should ---8.--- the IT Help Desk.

Thank you for your cooperation.

Kevin Moore
Office Administrator

","toeic_group_023","3","4","The new printers will be faster and use less paper.","Employees must purchase their own printers.","The third floor will be closed next Tuesday.","All printed documents will be deleted.",,,,,"a","a","正解はA。プリンター交換についての案内のため、新しいプリンターの利点を説明する内容が自然につながります。","正解はA。プリンター交換についての案内のため、新しいプリンターの利点を説明する内容が自然につながります。","新プリンターの利点の説明として自然であり、正解です。","会社がプリンターを設置するのであり、従業員が購入するのではありません。","3階は引き続き利用できます。","印刷済み文書が削除されるとは書かれていません。",,,,,"Reading","Part 6","長文穴埋め問題","文挿入(長文穴埋め)","install a printer：プリンターを設置する","2",,"2026","N/A","2026-07-11",,"true","true","オリジナル作成のTOEIC形式練習問題(公式過去問ではない)。1つの文書の複数の空欄を設問ごとに登録しています。","not_applicable","2026-07-11","false","2026-07-11T14:00:00.000Z","2026-07-11T14:00:00.000Z"
"toeic_sample_114","toeic_reading","original",,"Which option best completes blank (8) in the passage above?","Read the e-mail.

To: All Employees
From: Kevin Moore, Office Administrator
Subject: Replacement of Office Printers

Dear Employees,

Two new printers will be installed on the second floor next Tuesday. The current printers will be unavailable from 8:30 A.M. until approximately noon.

During this period, employees may use the printer on the third floor. Please avoid printing large documents unless they are urgently ---5.---.

Before the old printers are removed, please collect any documents that you have not yet picked ---6.---.

---7.---

A short instruction guide will be placed next to each new printer. Employees who have questions should ---8.--- the IT Help Desk.

Thank you for your cooperation.

Kevin Moore
Office Administrator

","toeic_group_023","4","4","contact","contacts","contacted","contacting",,,,,"a","a","正解はA。shouldの後には動詞の原形が続くため、contactが適切です。","正解はA。shouldの後には動詞の原形が続くため、contactが適切です。","shouldに続く動詞の原形であり、正解です。","contactsはshouldの後には続きません。","contactedは過去形です。","contactingはshouldの直後には使いません。",,,,,"Reading","Part 6","長文穴埋め問題","文法","should + 動詞の原形;IT Help Desk：ITヘルプデスク","2",,"2026","N/A","2026-07-11",,"true","true","オリジナル作成のTOEIC形式練習問題(公式過去問ではない)。1つの文書の複数の空欄を設問ごとに登録しています。","not_applicable","2026-07-11","false","2026-07-11T14:00:00.000Z","2026-07-11T14:00:00.000Z"
"toeic_sample_115","toeic_reading","original",,"Which option best completes blank (9) in the passage above?","Read the notice.

Riverside Community Center
Changes to Evening Classes

Beginning September 5, several evening classes will be moved to different rooms because the second-floor classrooms are being repainted.

The beginner yoga class will meet in Room 104 instead of Room 203. The photography class will be held in the main hall, where there is enough space to ---9.--- all registered participants.

Students should check the room number listed near the front desk when they arrive. ---10.---, staff members will be available to provide directions.

---11.---

The repainting work is expected to be completed by September 16. If the work finishes earlier, the center will notify students by e-mail before classes return to their usual rooms.

Students whose contact information has recently changed should update it at the front desk so that they can be ---12.--- promptly.

","toeic_group_024","1","4","accommodate","deliver","replace","attend",,,,,"a","a","正解はA。「accommodate all registered participants」で「登録済みの参加者全員を収容する」という意味になります。","正解はA。「accommodate all registered participants」で「登録済みの参加者全員を収容する」という意味になります。","「十分な空間があり収容できる」という意味であり、正解です。","deliverは「配達する、届ける」という意味です。","会場が参加者を「置き換える」という意味は不自然です。","会場自体が「出席する」ことはできません。",,,,,"Reading","Part 6","長文穴埋め問題","語彙(長文穴埋め)","accommodate：収容する;registered participant：登録済みの参加者","3",,"2026","N/A","2026-07-11",,"true","true","オリジナル作成のTOEIC形式練習問題(公式過去問ではない)。1つの文書の複数の空欄を設問ごとに登録しています。","not_applicable","2026-07-11","false","2026-07-11T14:00:00.000Z","2026-07-11T14:00:00.000Z"
"toeic_sample_116","toeic_reading","original",,"Which option best completes blank (10) in the passage above?","Read the notice.

Riverside Community Center
Changes to Evening Classes

Beginning September 5, several evening classes will be moved to different rooms because the second-floor classrooms are being repainted.

The beginner yoga class will meet in Room 104 instead of Room 203. The photography class will be held in the main hall, where there is enough space to ---9.--- all registered participants.

Students should check the room number listed near the front desk when they arrive. ---10.---, staff members will be available to provide directions.

---11.---

The repainting work is expected to be completed by September 16. If the work finishes earlier, the center will notify students by e-mail before classes return to their usual rooms.

Students whose contact information has recently changed should update it at the front desk so that they can be ---12.--- promptly.

","toeic_group_024","2","4","In addition","However","Instead","Otherwise",,,,,"a","a","正解はA。前文の内容(教室番号の確認)に加えて、スタッフによる案内という追加情報を述べているため、In additionが適切です。","正解はA。前文の内容(教室番号の確認)に加えて、スタッフによる案内という追加情報を述べているため、In additionが適切です。","追加の情報を導く表現であり、正解です。","対比の関係ではありません。","代替案を示しているわけではありません。","否定的な結果を示しているわけではありません。",,,,,"Reading","Part 6","長文穴埋め問題","接続表現","in addition：加えて;provide directions：道順を案内する","3",,"2026","N/A","2026-07-11",,"true","true","オリジナル作成のTOEIC形式練習問題(公式過去問ではない)。1つの文書の複数の空欄を設問ごとに登録しています。","not_applicable","2026-07-11","false","2026-07-11T14:00:00.000Z","2026-07-11T14:00:00.000Z"
"toeic_sample_117","toeic_reading","original",,"Which option best completes blank (11) in the passage above?","Read the notice.

Riverside Community Center
Changes to Evening Classes

Beginning September 5, several evening classes will be moved to different rooms because the second-floor classrooms are being repainted.

The beginner yoga class will meet in Room 104 instead of Room 203. The photography class will be held in the main hall, where there is enough space to ---9.--- all registered participants.

Students should check the room number listed near the front desk when they arrive. ---10.---, staff members will be available to provide directions.

---11.---

The repainting work is expected to be completed by September 16. If the work finishes earlier, the center will notify students by e-mail before classes return to their usual rooms.

Students whose contact information has recently changed should update it at the front desk so that they can be ---12.--- promptly.

","toeic_group_024","3","4","Class times will remain unchanged during the repainting work.","All evening classes have been canceled permanently.","Students must bring painting equipment to class.","The community center will open two hours later.",,,,,"a","a","正解はA。この通知は教室の変更についてであり、授業時間の変更については触れていないため、時間は変わらないと明示する内容が自然です。","正解はA。この通知は教室の変更についてであり、授業時間の変更については触れていないため、時間は変わらないと明示する内容が自然です。","教室のみが変更されることを明確にしており、正解です。","授業は継続して開催されます。","生徒が塗装用具を持参する必要があるとは書かれていません。","開館時間の変更については触れられていません。",,,,,"Reading","Part 6","長文穴埋め問題","文挿入(長文穴埋め)","remain unchanged：変更されない","3",,"2026","N/A","2026-07-11",,"true","true","オリジナル作成のTOEIC形式練習問題(公式過去問ではない)。1つの文書の複数の空欄を設問ごとに登録しています。","not_applicable","2026-07-11","false","2026-07-11T14:00:00.000Z","2026-07-11T14:00:00.000Z"
"toeic_sample_118","toeic_reading","original",,"Which option best completes blank (12) in the passage above?","Read the notice.

Riverside Community Center
Changes to Evening Classes

Beginning September 5, several evening classes will be moved to different rooms because the second-floor classrooms are being repainted.

The beginner yoga class will meet in Room 104 instead of Room 203. The photography class will be held in the main hall, where there is enough space to ---9.--- all registered participants.

Students should check the room number listed near the front desk when they arrive. ---10.---, staff members will be available to provide directions.

---11.---

The repainting work is expected to be completed by September 16. If the work finishes earlier, the center will notify students by e-mail before classes return to their usual rooms.

Students whose contact information has recently changed should update it at the front desk so that they can be ---12.--- promptly.

","toeic_group_024","4","4","notified","notifying","notify","notification",,,,,"a","a","正解はA。生徒が連絡を受ける立場のため、受動態「can be notified」が適切です。","正解はA。生徒が連絡を受ける立場のため、受動態「can be notified」が適切です。","受動態beに続く過去分詞であり、正解です。","「be notifying」では生徒自身が知らせる意味になり不自然です。","beの後に動詞の原形は続きません。","notificationは名詞です。",,,,,"Reading","Part 6","長文穴埋め問題","文法","can be notified：知らされる;contact information：連絡先情報","3",,"2026","N/A","2026-07-11",,"true","true","オリジナル作成のTOEIC形式練習問題(公式過去問ではない)。1つの文書の複数の空欄を設問ごとに登録しています。","not_applicable","2026-07-11","false","2026-07-11T14:00:00.000Z","2026-07-11T14:00:00.000Z"
"toeic_sample_119","toeic_reading","original",,"Which option best completes blank (13) in the passage above?","Read the e-mail.

To: All Project Leaders
From: Amelia Ross, Finance Manager
Subject: Updated Expense Report Procedure

Dear Project Leaders,

Starting next month, employees must submit all project-related expense reports through the new FinanceTrack system. Reports sent by e-mail after August 31 will no longer be accepted.

FinanceTrack automatically checks whether receipts have been attached and whether each expense has been assigned to the correct project code. The system will alert users if any required information is ---13.---.

Employees should correct all identified issues before submitting a report. ---14.---, reports containing unresolved errors will be returned to the employee and may delay reimbursement.

---15.---

Managers are reminded that submitting a report does not automatically mean that every expense will be approved. Costs that exceed the project budget or do not comply with company policy may still be ---16.---.

A training video is available on the company intranet.

Best regards,

Amelia Ross
Finance Manager

","toeic_group_025","1","4","missing","missed","misses","omission",,,,,"a","a","正解はA。「information is missing」で「情報が不足している」という自然な表現になります。","正解はA。「information is missing」で「情報が不足している」という自然な表現になります。","「情報が不足している」という自然な表現であり、正解です。","missedは通常、出席し損ねた等の意味で使われます。","isの後に動詞は続きません。","omissionは名詞で、別の文構造が必要です。",,,,,"Reading","Part 6","長文穴埋め問題","語彙(長文穴埋め)","required information：必須情報;information is missing：情報が不足している","4",,"2026","N/A","2026-07-11",,"true","true","オリジナル作成のTOEIC形式練習問題(公式過去問ではない)。1つの文書の複数の空欄を設問ごとに登録しています。","not_applicable","2026-07-11","false","2026-07-11T14:00:00.000Z","2026-07-11T14:00:00.000Z"
